,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,Ulety,51.36,112.48,-6.83,80,100,10.83,RU,1609773623
372,Matara,5.95,80.54,78.89,84,99,9.1,LK,1609773624
373,Port Hawkesbury,45.62,-61.35,33.01,88,90,8.05,CA,1609773626
374,Kysyl-Syr,63.9,122.76,-38.87,80,95,4.54,RU,1609773628
375,Ambulu,-8.35,113.61,77.63,86,100,1.99,ID,1609773629
376,Bilibino,68.05,166.44,-23.58,84,100,2.28,RU,1609773631
377,Warrnambool,-38.38,142.48,57.0,94,99,17.43,AU,1609773632
378,Nauta,-4.51,-73.58,86.04,61,68,6.76,PE,1609773633
379,Ixtapa,20.7,-105.2,59.0,77,5,6.93,MX,1609773634
380,Ust'-Kut,56.79,105.77,-23.53,83,100,3.56,RU,1609773635
381,Aksarka,66.56,67.8,-23.26,86,87,11.63,RU,1609773638
382,Chopinzinho,-25.86,-52.52,82.2,50,56,5.91,BR,1609773639
383,Salamiyah,35.01,37.05,58.15,55,89,8.5,SY,1609773640
384,Maniitsoq,65.42,-52.9,22.24,97,100,9.35,GL,1609773641
385,Simao,22.79,100.97,55.15,94,17,2.44,CN,1609773642
386,Barra do Garças,-15.89,-52.26,69.8,100,75,10.29,BR,1609773409
387,Dumas,35.87,-101.97,39.0,69,1,11.41,US,1609773644
388,Nanortalik,60.14,-45.24,28.08,96,100,6.46,GL,1609773645
389,Olinda,-8.01,-34.86,82.4,61,40,14.99,BR,1609773646
390,Ballina,-28.87,153.57,73.4,88,75,4.7,AU,1609773649
391,Kyren,51.68,102.14,-13.72,80,100,7.02,RU,1609773650
392,Berdigestyakh,62.1,126.7,-39.77,80,99,3.91,RU,1609773651
393,Brae,60.4,-1.35,39.2,64,75,6.93,GB,1609773652
394,Port-Gentil,-0.72,8.78,86.0,70,20,9.17,GA,1609773653
395,Anloga,5.79,0.9,89.6,66,20,13.87,GH,1609773654
396,Rio Grande,-32.03,-52.1,84.2,58,20,17.22,BR,1609773416
397,Kentau,43.52,68.51,21.0,79,88,0.98,KZ,1609773656
398,Graaff-Reinet,-32.25,24.53,86.0,44,70,3.0,ZA,1609773657
399,Ereymentau,51.62,73.1,-10.62,82,100,14.43,KZ,1609773659
400,Khani,41.96,42.96,60.8,21,0,36.91,GE,1609773660
401,Touros,-5.2,-35.46,87.8,58,75,17.22,BR,1609773661
402,San Joaquin,37.93,-121.3,53.6,76,75,13.87,US,1609773662
403,Boa Vista,2.82,-60.67,84.2,58,40,10.29,BR,1609773663
404,Dunedin,-45.87,170.5,55.0,82,100,1.99,NZ,1609773664
405,Jumla,29.27,82.18,42.78,64,98,4.61,NP,1609773665
406,Aklavik,68.22,-135.01,-22.0,74,69,6.93,CA,1609773666
407,Iroquois Falls,48.77,-80.68,28.4,92,90,13.87,CA,1609773669
408,Khasan,42.43,130.64,14.2,82,21,16.49,RU,1609773670
409,Mosquera,4.71,-74.23,62.6,63,40,3.36,CO,1609773671
410,Gijang,35.24,129.21,30.2,68,0,4.7,KR,1609773672
411,Finnsnes,69.23,17.98,33.8,86,75,16.11,NO,1609773673
412,Araouane,18.9,-3.53,85.17,12,0,5.44,ML,1609773674
413,San Policarpo,12.18,125.51,81.32,85,13,11.79,PH,1609773675
414,Tombouctou,20.0,-3.0,83.79,13,1,4.41,ML,1609773676
415,Buala,-8.14,159.59,80.94,72,99,6.53,SB,1609773678
416,Uyuni,-20.46,-66.83,58.98,35,0,10.45,BO,1609773679
417,San Quintín,30.48,-115.95,54.59,87,0,7.07,MX,1609773680
418,Andenes,69.31,16.12,41.0,80,75,18.34,NO,1609773681
419,Khovd,48.01,91.64,-5.98,66,0,3.04,MN,1609773682
420,Port Hardy,50.7,-127.42,42.8,93,90,4.7,CA,1609773684
421,Faanui,-16.48,-151.75,80.51,78,19,19.19,PF,1609773685
422,Thabazimbi,-24.59,27.41,84.99,51,58,1.99,ZA,1609773686
423,Griffith,41.53,-87.42,28.4,100,90,6.93,US,1609773687
424,Durango,24.83,-104.83,48.2,45,0,2.62,MX,1609773516
425,Borogontsy,62.67,131.17,-49.65,76,58,2.15,RU,1609773689
426,Aloleng,16.13,119.78,79.84,80,0,6.46,PH,1609773690
427,Mitú,1.2,-70.17,84.07,58,67,5.73,CO,1609773691
428,Calama,-22.47,-68.93,66.2,37,0,3.36,CL,1609773692
429,Santo André,-23.66,-46.54,82.0,42,75,8.05,BR,1609773555
430,Hamilton,39.18,-84.53,36.0,93,90,3.36,US,1609773695
431,Havelock,34.88,-76.9,46.99,77,35,5.01,US,1609773696
432,Kalmunai,7.42,81.82,77.7,86,100,3.02,LK,1609773697
433,Bariloche,-41.15,-71.31,62.6,25,20,10.29,AR,1609773698
434,Olonets,60.98,32.97,19.92,97,55,3.51,RU,1609773699
435,Hirara,24.8,125.28,72.7,84,40,13.98,JP,1609773700
436,Kidal,18.44,1.41,92.93,11,1,10.33,ML,1609773701
437,Morón,-34.65,-58.62,87.01,42,91,1.99,AR,1609773702
438,West Plains,36.73,-91.85,34.0,100,90,4.7,US,1609773412
439,Conceição do Araguaia,-8.26,-49.26,89.33,61,100,1.92,BR,1609773432
440,El Peñón,8.99,-73.95,86.97,54,0,1.72,CO,1609773706
441,Sitka,57.05,-135.33,44.6,45,20,12.75,US,1609773708
442,Kantang,7.41,99.52,76.69,87,99,4.65,TH,1609773709
443,Sydney,-33.87,151.21,68.0,88,75,8.05,AU,1609773612
444,La Santisima Trinidad,-14.83,-64.9,80.6,83,75,17.22,BO,1609773712
445,Zaysan,47.47,84.87,-20.81,80,11,1.72,KZ,1609773714
446,Zhigalovo,54.81,105.16,-22.2,82,100,4.5,RU,1609773715
447,Shenavan,40.05,43.93,19.4,92,90,1.1,AM,1609773716
448,Pathein,16.78,94.73,70.2,82,0,4.32,MM,1609773717
449,Ambovombe,-25.17,46.08,81.54,61,37,20.94,MG,1609773719
450,Namatanai,-3.67,152.43,81.05,77,52,10.78,PG,1609773720
451,Fengcheng,40.45,124.07,10.56,70,1,6.38,CN,1609773722
452,Chernyshevskiy,63.01,112.47,-31.79,84,100,3.94,RU,1609773724
453,Saint Anthony,45.02,-93.22,28.4,92,90,4.7,US,1609773690
454,Maţāy,28.42,30.78,66.47,42,0,6.55,EG,1609773603
455,Yulara,-25.24,130.99,78.8,31,40,14.99,AU,1609773727
456,Kinango,-4.14,39.32,84.2,70,20,11.41,KE,1609773729
457,Samarai,-10.62,150.67,83.44,76,100,13.04,PG,1609773730
458,Inndyr,67.03,14.03,37.4,69,75,13.87,NO,1609773731
459,Adrar,20.5,-10.07,81.3,16,61,8.81,MR,1609773732
460,Majene,-3.54,118.97,79.63,82,100,4.34,ID,1609773733
461,Sangar,63.92,127.47,-46.03,78,62,1.57,RU,1609773734
462,Ternate,0.8,127.4,80.85,79,100,6.22,ID,1609773735
463,Bontang,0.13,117.5,81.07,82,88,7.49,ID,1609773736
464,Geraldton,-28.77,114.6,78.8,39,0,27.51,AU,1609773738
465,Yārāda,17.65,83.27,75.2,69,1,2.24,IN,1609773740
466,Broken Hill,-31.95,141.43,71.6,43,0,19.46,AU,1609773741
467,Letka,59.6,49.42,13.84,97,87,4.21,RU,1609773742
468,Wolgast,54.05,13.77,37.0,90,75,10.29,DE,1609773743
469,Muhafazat Lahij,13.17,44.58,73.56,67,74,9.15,YE,1609773744
470,Tooele,40.53,-112.3,30.0,92,1,8.63,US,1609773745
471,Gobabis,-22.45,18.97,68.0,88,100,3.36,NA,1609773746
472,Bubaque,11.28,-15.83,81.81,49,0,3.53,GW,1609773747
473,Orangeville,43.92,-80.1,30.99,91,83,5.08,CA,1609773699
474,Atherton,53.52,-2.49,39.99,76,80,4.0,GB,1609773750
475,Ust-Kuyga,70.02,135.6,-35.79,80,93,8.88,RU,1609773751
476,Naze,28.37,129.48,62.6,93,75,12.75,JP,1609773741
477,Abhā,18.22,42.51,64.4,67,40,11.41,SA,1609773753
478,Bud,39.45,-86.18,35.01,100,40,4.79,US,1609773754
479,Makakilo City,21.35,-158.09,73.4,77,20,4.7,US,1609773755
480,Chumikan,54.72,135.31,-16.4,80,100,19.37,RU,1609773756
481,Aktobe,50.28,57.21,3.2,71,0,4.47,KZ,1609773757
482,Buckeye,33.37,-112.58,46.99,59,20,3.36,US,1609773660
483,Sarankhola,22.31,89.79,65.53,62,0,3.44,BD,1609773760
484,Corralillo,22.98,-80.59,76.39,64,26,1.43,CU,1609773761
485,Russell,32.35,-85.2,48.0,93,1,4.7,US,1609773762
486,Shingū,33.73,135.98,39.06,74,30,6.89,JP,1609773763
487,Puerto Maldonado,-12.6,-69.18,80.6,83,75,4.7,PE,1609773764
488,Yamada,39.47,141.95,25.09,90,6,7.27,JP,1609773766
489,Ketchikan,55.34,-131.65,42.8,60,90,21.92,US,1609773767
490,Isangel,-19.55,169.27,77.95,87,100,9.78,VU,1609773768
491,Kushmurun,52.45,64.63,-3.32,88,98,4.65,KZ,1609773769
492,Poltavka,54.37,71.76,-16.35,85,100,13.11,RU,1609773770
493,Merauke,-8.47,140.33,81.68,82,100,10.63,ID,1609773771
494,Nikolayevsk-on-Amur,53.14,140.73,-12.78,86,100,6.29,RU,1609773773
495,Kavieng,-2.57,150.8,83.62,73,99,14.67,PG,1609773774
496,Toora-Khem,52.47,96.11,-13.2,80,100,11.18,RU,1609773776
497,Margate,51.38,1.39,41.0,82,100,5.99,GB,1609773777
498,Ubatuba,-23.43,-45.07,80.6,57,20,4.7,BR,1609773778
499,Kalāleh,37.38,55.49,44.6,93,90,2.37,IR,1609773779
500,St-Jean-Port-Joli,47.22,-70.27,28.0,79,100,4.7,CA,1609773780
501,Verkhnyaya Sinyachikha,57.98,61.67,3.27,93,100,7.94,RU,1609773781
502,Shelburne,44.08,-80.2,32.0,100,88,5.91,CA,1609773782
503,Mazagão,-0.12,-51.29,91.4,63,40,4.7,BR,1609773783
504,Don Luan,11.53,106.92,75.47,74,100,7.16,VN,1609773785
505,Lañgub,10.8,123.54,79.38,83,24,8.39,PH,1609773786
506,Kargil,34.57,76.1,14.61,87,99,1.61,IN,1609773787
507,Ukiah,39.15,-123.21,50.0,87,90,11.41,US,1609773788
508,Camopi,3.17,-52.32,86.45,60,73,4.7,GF,1609773789
509,Biograd na Moru,43.94,15.45,48.99,93,75,5.82,HR,1609773790
510,Muscat,23.61,58.59,69.8,32,0,4.7,OM,1609773514
511,Anqiu,36.43,119.19,24.69,93,1,6.38,CN,1609773793
512,Jagdalpur,19.07,82.03,65.41,39,0,5.35,IN,1609773794
513,Arrifes,37.77,-25.7,62.6,82,40,20.8,PT,1609773796
514,Umluj,25.02,37.27,75.9,55,0,7.0,SA,1609773797
515,Carutapera,-1.2,-46.02,87.21,58,100,8.21,BR,1609773798
516,Trairi,-3.28,-39.27,87.89,56,63,14.63,BR,1609773799
517,Hirado,33.36,129.55,48.24,58,100,10.0,JP,1609773800
518,Tateyama,34.98,139.87,42.8,75,0,5.82,JP,1609773801
519,Arrondissement de Montbrison,45.67,4.08,32.0,88,90,4.7,FR,1609773803
520,Roald,62.58,6.13,28.0,73,0,5.82,NO,1609773804
521,Tura,25.52,90.22,62.22,73,84,3.22,IN,1609773805
522,Vila Franca do Campo,37.72,-25.43,62.6,82,40,20.8,PT,1609773806
523,Aykhal,66.0,111.5,-29.2,73,0,8.95,RU,1609773807
524,Tazovsky,67.47,78.7,-17.5,87,15,10.38,RU,1609773808
525,Ous,60.91,61.52,-0.13,93,100,5.84,RU,1609773809
526,Sārangarh,21.6,83.08,70.77,39,46,3.2,IN,1609773811
527,Paris,48.85,2.35,39.2,86,90,9.17,FR,1609773806
528,Beringovskiy,63.05,179.32,8.42,95,100,18.68,RU,1609773813
529,Carballo,43.21,-8.69,43.0,87,20,1.12,ES,1609773764
530,Colac,-38.33,143.58,55.0,99,100,5.01,AU,1609773815
531,Kołobrzeg,54.18,15.58,34.0,98,100,18.77,PL,1609773551
532,Punta Alta,-38.88,-62.07,64.94,75,100,7.29,AR,1609773817
533,Longido,-2.73,36.68,77.38,40,48,16.24,TZ,1609773818
534,Oga,46.46,10.35,42.01,67,0,3.36,IT,1609773819
535,Phimai,15.22,102.49,73.99,99,0,8.05,TH,1609773820
536,Arman',59.7,150.17,-6.36,81,100,13.11,RU,1609773823
537,Benjamín Aceval,-24.97,-57.57,87.8,62,100,8.05,PY,1609773824
538,Nizhneudinsk,54.91,99.03,-16.37,81,100,11.9,RU,1609773825
539,São Filipe,14.9,-24.5,78.26,69,60,5.77,CV,1609773826
540,Hambantota,6.12,81.12,75.2,100,40,3.36,LK,1609773827
541,Byron Bay,-28.65,153.62,73.4,88,75,4.7,AU,1609773721
542,Tromsø,69.65,18.96,41.0,75,75,32.21,NO,1609773829
543,São Gabriel da Cachoeira,-0.13,-67.09,75.2,100,90,3.36,BR,1609773830
544,Nipawin,53.37,-104.0,24.8,85,90,5.82,CA,1609773832
545,Clyde River,70.47,-68.59,-16.6,75,75,14.99,CA,1609773833
